job_title,company_name,job_location,work_place,salary_range,more_detail_link,job_id,work_type,category,sub_category,role
Sys Eng & Devs Ops Eng (L2),Id/x Partners,"Tanah Abang, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/sys-eng-and-devs-ops-eng-l2/1c705026-89a0-4dcd-ba01-fec08492cdca?utm_referrer=explore,1c705026-89a0-4dcd-ba01-fec08492cdca,full_time,Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
Java Developer,PT Reka Cipta Solusi,"Cibeunying Kidul, Bandung, Jawa Barat",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/java-developer/d1f6206d-9655-4a09-b676-e785dd333aaa?utm_referrer=explore,d1f6206d-9655-4a09-b676-e785dd333aaa,full_time,Computer & Information Technology,Backend Development,Java Developer
Programmer Web & Aplikasi,PT Bedev Development Technology,"Denpasar Utara, Denpasar, Bali",Kerja di kantor,Rp2jt-Rp4jt,https://glints.com/id/opportunities/jobs/programmer-web-and-aplikasi/0659fba8-592e-4d34-99d3-e33629ff6c03?utm_referrer=explore,0659fba8-592e-4d34-99d3-e33629ff6c03,full_time,Computer & Information Technology,Software,Programmer
Senior Java Springboot Programmer,Inotal Sistema International,"Gambir, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Rp12jt-Rp20jt,https://glints.com/id/opportunities/jobs/senior-java-springboot-programmer/ba9a85af-0115-4e44-9583-17b49e8ac631?utm_referrer=explore,ba9a85af-0115-4e44-9583-17b49e8ac631,contract,Computer & Information Technology,Software,Computer Programmer
Web Developer,Edumatrix Indonesia,"Kapanewon Mlati, Sleman, DI Yogyakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/web-developer/85c47d8e-2506-4829-a264-3f7ed194b0d7?utm_referrer=explore,85c47d8e-2506-4829-a264-3f7ed194b0d7,full_time,Computer & Information Technology,Software,Web Developer
QC Software,PT Indotank Group,"Asem Rowo, Surabaya, Jawa Timur",Kerja di kantor,Rp5jt-Rp7jt,https://glints.com/id/opportunities/jobs/qc-software/135c7bc3-beb6-4db0-81c9-b0f46eb97ca3?utm_referrer=explore,135c7bc3-beb6-4db0-81c9-b0f46eb97ca3,full_time,Computer & Information Technology,Software,Software Engineer
Staff Engineering (Civil Engineering),PT GEOTECH EFATHAMA,"Tanjung Priok, Jakarta Utara, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/staff-engineering-civil-engineering/bb020a12-e47e-4db5-adb1-4c9362fb9913?utm_referrer=explore,bb020a12-e47e-4db5-adb1-4c9362fb9913,full_time,Computer & Information Technology,Software,Staff Engineer
Teknisi Mesin Boiler Laundry,PT. Balinusa Windumas,"Denpasar Selatan, Denpasar, Bali",Kerja di kantor,Rp3jt-Rp5jt,https://glints.com/id/opportunities/jobs/teknisi-mesin-boiler-laundry/444c65de-d53d-4e4f-a468-8e6185e8afcf?utm_referrer=explore,444c65de-d53d-4e4f-a468-8e6185e8afcf,full_time,Computer & Information Technology,Electronic & Semiconductor,Electrical Engineer
Security,PT. DYCOM ENGINEERING,"Cengkareng, Jakarta Barat, DKI Jakarta",Kerja di kantor,Rp4jt-Rp5jt,https://glints.com/id/opportunities/jobs/security/85a6aa7d-34d8-4d16-9415-ec2bd4c3db99?utm_referrer=explore,85a6aa7d-34d8-4d16-9415-ec2bd4c3db99,full_time,Computer & Information Technology,"Operation, Maintenance & Technical Support",System Security
IT SPECIALIST,PT Chemitra Solvenindo,"Taman, Sidoarjo, Jawa Timur",Kerja di kantor,"Rp4jt-Rp4,7jt",https://glints.com/id/opportunities/jobs/it-specialist/b21681dd-de06-4992-a02c-04c323826174?utm_referrer=explore,b21681dd-de06-4992-a02c-04c323826174,full_time,Computer & Information Technology,Artificial Intelligence,AI Engineer
Admin dan Customers Staff,PT. DIGINESIA MEDIATEK,"Bandung Kulon, Bandung, Jawa Barat",Kerja di kantor,Rp1jt-Rp3jt,https://glints.com/id/opportunities/jobs/admin-dan-customers-staff/8aac88a1-a7d4-4854-97ac-9cb17cac2743?utm_referrer=explore,8aac88a1-a7d4-4854-97ac-9cb17cac2743,full_time,Computer & Information Technology,Data,Data Entry
Internship Fullstack Developer (UNPAID),Rimba Ananta Vikasa Indonesia,"Cipondoh, Tangerang, Banten",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/internship-fullstack-developer-unpaid/b4990e1b-da50-4cfd-9ad9-d5416c31e827?utm_referrer=explore,b4990e1b-da50-4cfd-9ad9-d5416c31e827,internship,Computer & Information Technology,Software,Programmer
Full Stack Software Engineer,Atlaz,"Pinang, Tangerang, Banten",Kerja di kantor,Rp8jt-Rp11jt,https://glints.com/id/opportunities/jobs/full-stack-software-engineer/6cb86fc6-ef1f-447a-9a2a-ff2a9f712b21?utm_referrer=explore,6cb86fc6-ef1f-447a-9a2a-ff2a9f712b21,full_time,Computer & Information Technology,Software,Full Stack Engineer
Java Developer,Kreasi Dua Konsep (2Konzept),"Gambir, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Rp6jt-Rp12jt,https://glints.com/id/opportunities/jobs/java-developer/5317deba-87af-4c8c-be52-f49fcca3bb1f?utm_referrer=explore,5317deba-87af-4c8c-be52-f49fcca3bb1f,full_time,Computer & Information Technology,Backend Development,Java Developer
Full-Stack Developer,Pt Quanta Land Indonesia,"Pinang, Tangerang, Banten",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/full-stack-developer/1c25da2f-8ff0-497d-9b0d-536498ff1a49?utm_referrer=explore,1c25da2f-8ff0-497d-9b0d-536498ff1a49,full_time,Computer & Information Technology,Other Computer & Information Technology,Information Technology Staff
Staff Management Information System,Personil Alih Daya,"Cilandak, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/staff-management-information-system/52154546-ba2f-4e5e-972e-7293bf2b439b?utm_referrer=explore,52154546-ba2f-4e5e-972e-7293bf2b439b,contract,Computer & Information Technology,Artificial Intelligence,AI Engineer
Engineer Supervisor,Villa Lago Lembongan Bali,"Nusa Penida, Klungkung, Bali",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/engineer-supervisor/37a69008-7795-42f6-b3a9-69b3bb16189f?utm_referrer=explore,37a69008-7795-42f6-b3a9-69b3bb16189f,full_time,Computer & Information Technology,Other Computer & Information Technology,AR & VR Engineer
Engineer,Villa Lago Lembongan Bali,"Nusa Penida, Klungkung, Bali",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/engineer/fcab8696-b3bc-46a2-ad42-d212fa0c5680?utm_referrer=explore,fcab8696-b3bc-46a2-ad42-d212fa0c5680,full_time,Computer & Information Technology,Other Computer & Information Technology,AR & VR Engineer
IT Specialist,Villa Lago Lembongan Bali,"Nusa Penida, Klungkung, Bali",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/it-specialist/45c78234-7b7f-4ae2-bcf7-d76942517d3e?utm_referrer=explore,45c78234-7b7f-4ae2-bcf7-d76942517d3e,full_time,Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
Engineer Supervisor,Villa Lago Lembongan Bali,"Nusa Penida, Klungkung, Bali",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/engineer-supervisor/61afe774-e960-4d65-8f32-0811087ee05c?utm_referrer=explore,61afe774-e960-4d65-8f32-0811087ee05c,full_time,Computer & Information Technology,Other Computer & Information Technology,AR & VR Engineer
Drafter AC,Avalon Electric,"Kembangan, Jakarta Barat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/drafter-ac/b9ef99c9-b8b8-43b1-a9f3-354755183718?utm_referrer=explore,b9ef99c9-b8b8-43b1-a9f3-354755183718,full_time,Computer & Information Technology,Electronic & Semiconductor,Electrical Design Engineer
Backend Developer,PT Kreasindo Karya Abadi,"Serpong, Tangerang Selatan, Banten",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/backend-developer/fd1ba7f1-5b91-4803-a40a-8ec10e2e33ff?utm_referrer=explore,fd1ba7f1-5b91-4803-a40a-8ec10e2e33ff,full_time,Computer & Information Technology,Backend Development,Backend Developer
Android Developer,TIX ID,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/android-developer/bfffae11-6883-422a-99c2-90557e0ff400?utm_referrer=explore,bfffae11-6883-422a-99c2-90557e0ff400,full_time,Computer & Information Technology,Mobile Development,Android Developer
Maintenance Technician,Performa Staffing (Lotus Group),"Kediri Kota, Kediri, Jawa Timur",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/maintenance-technician/ca980acd-fb17-43a4-99b0-032f861402f1?utm_referrer=explore,ca980acd-fb17-43a4-99b0-032f861402f1,full_time,Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
BackEnd Engineer,Sirka,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/backend-engineer/caef847b-f208-47fa-a9cd-b0f0dc5b2849?utm_referrer=explore,caef847b-f208-47fa-a9cd-b0f0dc5b2849,full_time,Computer & Information Technology,Software,Software Engineer
Network Engineer,PT Varnion Technology Semesta,"Mampang Prapatan, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/network-engineer/5fef737c-d155-46db-a750-3dbe27d45129?utm_referrer=explore,5fef737c-d155-46db-a750-3dbe27d45129,full_time,Computer & Information Technology,"Network, System & Database Admin",Network Engineer
Business Intelligence Analyst (Power BI),PT Bernofarm Pharmaceutical,"Buduran, Sidoarjo, Jawa Timur",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/business-intelligence-analyst-power-bi/cfba7a39-3b26-4e71-a25e-9a582668e65a?utm_referrer=explore,cfba7a39-3b26-4e71-a25e-9a582668e65a,full_time,Computer & Information Technology,Data,Business Intelligence Analyst
Programmer,PT Prime Force Indonesia,"Pesanggrahan, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/programmer/ac5b8b8a-a8b1-498f-ac0e-7d77224be5a0?utm_referrer=explore,ac5b8b8a-a8b1-498f-ac0e-7d77224be5a0,internship,Computer & Information Technology,Software,Programmer
Data Analyst Officer (for RADU Food),Pt Merah Cipta Media,"Batuceper, Tangerang, Banten",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/data-analyst-officer-for-radu-food/1cafab7a-d1c4-4d90-8a67-b7566b0bc100?utm_referrer=explore,1cafab7a-d1c4-4d90-8a67-b7566b0bc100,full_time,Computer & Information Technology,Data,Data Analyst
DATA STRATEGY AND ARCHITECTURE CONSULTANT,PT Cybertrend Intrabuana,"Cilandak, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/data-strategy-and-architecture-consultant/e1679d2f-e748-4b77-8742-5ed75d3ceab2?utm_referrer=explore,e1679d2f-e748-4b77-8742-5ed75d3ceab2,full_time,Computer & Information Technology,Data,Data Architect
General Manager IT,PT Gudang Kripto Indonesia,"Cilandak, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/general-manager-it/146a9ce9-8f82-4a50-8a51-a65d4f8040b5?utm_referrer=explore,146a9ce9-8f82-4a50-8a51-a65d4f8040b5,full_time,Computer & Information Technology,Other Computer & Information Technology,Information Technology Staff
IT Governance,Dikshatek Indonesia,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Rp8jt-Rp12jt,https://glints.com/id/opportunities/jobs/it-governance/be4cf89a-78ea-4b86-bcb8-587dfc6c7713?utm_referrer=explore,be4cf89a-78ea-4b86-bcb8-587dfc6c7713,contract,Computer & Information Technology,"Operation, Maintenance & Technical Support",Operations & Technology Professionals
QA/QC Engineer,PT. Mega Harapan Mulia (Kelas.com),"Cengkareng, Jakarta Barat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/qa-qc-engineer/83b1b0f1-efc4-42ef-ab6a-e35dca786af0?utm_referrer=explore,83b1b0f1-efc4-42ef-ab6a-e35dca786af0,contract,Computer & Information Technology,QA & Software Testing,QA Engineer
Quality Assurance,PT. Vascomm Solusi Teknologi,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/quality-assurance/bef4f0e4-2b5b-4606-8115-6ccd37f54009?utm_referrer=explore,bef4f0e4-2b5b-4606-8115-6ccd37f54009,full_time,Computer & Information Technology,Software,Software Engineer
IT Helpdesk,PT Lintas Media Danawa,"Medan Area, Medan, Sumatera Utara",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/it-helpdesk/83110843-dc38-4dac-8c09-d4810c17b471?utm_referrer=explore,83110843-dc38-4dac-8c09-d4810c17b471,contract,Computer & Information Technology,"Network, System & Database Admin",Network Engineer
Back End Developer (Node.Js),PT. Vascomm Solusi Teknologi,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/back-end-developer-nodejs/a68ade09-8159-41b6-bfb1-d49271775ce0?utm_referrer=explore,a68ade09-8159-41b6-bfb1-d49271775ce0,full_time,Computer & Information Technology,Software,Software Engineer
IT Programmer Staff,PT Trimitra Indoplast Mandiri (Innapack),"Cikarang Selatan, Bekasi, Jawa Barat",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/it-programmer-staff/792194e7-2b9f-4cb2-a8ad-a02848b47953?utm_referrer=explore,792194e7-2b9f-4cb2-a8ad-a02848b47953,full_time,Computer & Information Technology,Software,Programmer
Data Analyst Intern,Sentral Kreasi Kencana (skk Jewels),"Ciracas, Jakarta Timur, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/data-analyst-intern/f44a87fc-c69b-45f0-b328-31f53dc84633?utm_referrer=explore,f44a87fc-c69b-45f0-b328-31f53dc84633,internship,Computer & Information Technology,Data,Data Analyst
Teknisi Consumer Electronic (Penempatan Bukit Tinggi),SITCOMASIA GROUP,"Guguak Panjang, Bukittinggi, Sumatera Barat",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/teknisi-consumer-electronic-penempatan-bukit-tinggi/a1b89548-32e0-49c6-929e-1046f3d3a5a8?utm_referrer=explore,a1b89548-32e0-49c6-929e-1046f3d3a5a8,full_time,Computer & Information Technology,Electronic & Semiconductor,Electronics Engineer
DevOps Engineer,Geekgarden,"Kapanewon Mlati, Sleman, DI Yogyakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/devops-engineer/edba14bc-243d-4a5a-b8f6-7fdd1807a520?utm_referrer=explore,edba14bc-243d-4a5a-b8f6-7fdd1807a520,contract,Computer & Information Technology,"Operation, Maintenance & Technical Support",Devops Engineer
System Engineer,Pt Tilaka Nusa Teknologi,"Kebayoran Lama, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/system-engineer/0b506f98-4b87-4142-a9ac-2441400d9a02?utm_referrer=explore,0b506f98-4b87-4142-a9ac-2441400d9a02,full_time,Computer & Information Technology,"Network, System & Database Admin",System Engineer
Mobile Developer (Android and iOS),Selamat Pagi Korea,"Kapanewon Ngaglik, Sleman, DI Yogyakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/mobile-developer-android-and-ios/5b3c9e7b-c591-42d0-a3b6-bd6529b59c3c?utm_referrer=explore,5b3c9e7b-c591-42d0-a3b6-bd6529b59c3c,full_time,Computer & Information Technology,Mobile Development,Mobile Developer
Web Developer,Katsudoto,"Medan Sunggal, Medan, Sumatera Utara",Kerja di kantor,"Rp3,5jt-Rp5jt",https://glints.com/id/opportunities/jobs/web-developer/fbef0a13-0bf7-42e9-b15e-35492920b9f5?utm_referrer=explore,fbef0a13-0bf7-42e9-b15e-35492920b9f5,contract,Computer & Information Technology,Software,Web Developer
Back End Developer,Selamat Pagi Korea,"Kapanewon Ngaglik, Sleman, DI Yogyakarta",Kerja di kantor,Rp100rb,https://glints.com/id/opportunities/jobs/back-end-developer/8ccc2f5f-2c75-4e8d-8469-575c2f2ca6cf?utm_referrer=explore,8ccc2f5f-2c75-4e8d-8469-575c2f2ca6cf,full_time,Computer & Information Technology,Software,Software Engineer
.NET Developer,Vodjo,"Bandung Wetan, Bandung, Jawa Barat",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/net-developer/5bf9fa21-fa7d-43fe-80a1-9ab99a5b0af6?utm_referrer=explore,5bf9fa21-fa7d-43fe-80a1-9ab99a5b0af6,full_time,Computer & Information Technology,Software,Developer
Frontend Engineer,IDE Asia,"Bojongloa Kidul, Bandung, Jawa Barat",Remote/Dari rumah,Not Written,https://glints.com/id/opportunities/jobs/frontend-engineer/5e5e7c5a-0c6f-4fe9-925b-6f32e4c992fb?utm_referrer=explore,5e5e7c5a-0c6f-4fe9-925b-6f32e4c992fb,contract,Computer & Information Technology,Frontend Development,Frontend Engineer
Tech Lead,Rakamin Academy,"Tanah Abang, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/tech-lead/590f4af7-2b4a-492a-b108-7f84a551cef9?utm_referrer=explore,590f4af7-2b4a-492a-b108-7f84a551cef9,full_time,Computer & Information Technology,Software,Web Developer
Java Developer,IDE Asia,"Bojongloa Kidul, Bandung, Jawa Barat",Remote/Dari rumah,Not Written,https://glints.com/id/opportunities/jobs/java-developer/66fac3a9-0f61-4919-91f3-3baf977bab00?utm_referrer=explore,66fac3a9-0f61-4919-91f3-3baf977bab00,contract,Computer & Information Technology,Backend Development,Backend Developer
Asset Field Officer,PT. Cura Indonesia,"Denpasar Selatan, Denpasar, Bali",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/asset-field-officer/d497bf48-f31f-494b-85f6-af0a72826358?utm_referrer=explore,d497bf48-f31f-494b-85f6-af0a72826358,contract,Computer & Information Technology,"Operation, Maintenance & Technical Support",Operation & Maintenance Engineer
Back End (Golang) Engineer,PT. Solusi Kode Indonesia,"Ciputat, Tangerang Selatan, Banten",Remote/Dari rumah,Not Written,https://glints.com/id/opportunities/jobs/back-end-golang-engineer/be653a3d-0112-41ef-9ac6-605a0d7b9236?utm_referrer=explore,be653a3d-0112-41ef-9ac6-605a0d7b9236,full_time,Computer & Information Technology,Software,Software Engineer
Web Application Developer ( NestJS NodeJS React ),PT. Ozip Teknologi Nusantara,"Sawangan, Depok, Jawa Barat",Kerja di kantor,Rp4jt-Rp5jt,https://glints.com/id/opportunities/jobs/web-application-developer-nestjs-nodejs-react/9835e203-eb66-4119-8b54-aafd42ad4a89?utm_referrer=explore,9835e203-eb66-4119-8b54-aafd42ad4a89,full_time,Computer & Information Technology,Software,Computer Programmer
Software Developer,PT. World Innovative Telecommunication,"Penjaringan, Jakarta Utara, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/software-developer/2c6e8ba8-824b-46fa-bee2-a050a967a5f4?utm_referrer=explore,2c6e8ba8-824b-46fa-bee2-a050a967a5f4,full_time,Computer & Information Technology,Software,Software Developer
Junior Full Stack Developer - Typescript,datapinter.com,"Kelapa Dua, Tangerang, Banten",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/junior-full-stack-developer-typescript/57fd9b60-166f-4e14-95bb-7175ce700e2a?utm_referrer=explore,57fd9b60-166f-4e14-95bb-7175ce700e2a,full_time,Computer & Information Technology,Software,Full Stack Engineer
QA Tester,EMBLEM OF STRENGTH & COURAGE TECHNOLOGY PTE. LTD,"Tanjung Priok, Jakarta Utara, DKI Jakarta",Kerja di kantor,Rp15jt-Rp25jt,https://glints.com/id/opportunities/jobs/qa-tester/418258c4-359e-4176-9ff6-779f88f21725?utm_referrer=explore,418258c4-359e-4176-9ff6-779f88f21725,full_time,Computer & Information Technology,QA & Software Testing,QA Tester
Back End Developer - Internship,Tupai Tech,"Laweyan, Surakarta, Jawa Tengah",Remote/Dari rumah,Not Written,https://glints.com/id/opportunities/jobs/back-end-developer-internship/5aee1912-2adf-45dd-9eb3-bace3c313865?utm_referrer=explore,5aee1912-2adf-45dd-9eb3-bace3c313865,internship,Computer & Information Technology,Software,Developer
Web Developer,Moov Pictures Production,"Cempaka Putih, Jakarta Pusat, DKI Jakarta",Kerja di kantor,"Rp3,5jt-Rp6jt",https://glints.com/id/opportunities/jobs/web-developer/71650207-7418-45a4-9178-3a36da4ea31a?utm_referrer=explore,71650207-7418-45a4-9178-3a36da4ea31a,full_time,Computer & Information Technology,Software,Web Developer
Front End Developer - Internship,Tupai Tech,"Laweyan, Surakarta, Jawa Tengah",Remote/Dari rumah,Not Written,https://glints.com/id/opportunities/jobs/front-end-developer-internship/d04a1a6a-c0ae-49f8-bf6a-a0492b6ed20e?utm_referrer=explore,d04a1a6a-c0ae-49f8-bf6a-a0492b6ed20e,internship,Computer & Information Technology,Software,Developer
Quality Assurance (Internship),cmlabs.co,"Lowokwaru, Malang, Jawa Timur",Remote/Dari rumah,Not Written,https://glints.com/id/opportunities/jobs/quality-assurance-internship/72a40aad-4905-4cc9-aad4-41b461392b70?utm_referrer=explore,72a40aad-4905-4cc9-aad4-41b461392b70,internship,Computer & Information Technology,Software,Developer
IT Infrastructure Technology Sr Analyst,Chandra Asri Group,"Pal Merah, Jakarta Barat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/it-infrastructure-technology-sr-analyst/d3190ce0-cd80-4b99-926e-16470a6f8fa6?utm_referrer=explore,d3190ce0-cd80-4b99-926e-16470a6f8fa6,full_time,Computer & Information Technology,Other Computer & Information Technology,Information Technology Staff
Frontend Engineer,EMBLEM OF STRENGTH & COURAGE TECHNOLOGY PTE. LTD,"Tanjung Priok, Jakarta Utara, DKI Jakarta",Kerja di kantor,Rp10jt-Rp20jt,https://glints.com/id/opportunities/jobs/frontend-engineer/bc7eea18-a75e-418d-a5cf-54a0d3d36445?utm_referrer=explore,bc7eea18-a75e-418d-a5cf-54a0d3d36445,full_time,Computer & Information Technology,Frontend Development,Frontend Engineer
Mobile Developer,PT. INTIDATA ANUGRAH PRATAMA,"Cengkareng, Jakarta Barat, DKI Jakarta",Kerja di kantor,"Rp2,5jt-Rp15jt",https://glints.com/id/opportunities/jobs/mobile-developer/c54304ab-f4a5-47ba-aab1-aa059a06f274?utm_referrer=explore,c54304ab-f4a5-47ba-aab1-aa059a06f274,full_time,Computer & Information Technology,Mobile Development,Mobile Developer
Frontend Developer (Project Based),Vodjo,"Cibeunying Kidul, Bandung, Jawa Barat",Remote/Dari rumah,Rp5jt,https://glints.com/id/opportunities/jobs/frontend-developer-project-based/91a2615e-5326-4040-9d02-09cf0c710fbe?utm_referrer=explore,91a2615e-5326-4040-9d02-09cf0c710fbe,contract,Computer & Information Technology,Frontend Development,Frontend Engineer
Flutter Developer,Jojonomic Pte Ltd,"Cilandak, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/flutter-developer/fd80a230-69e4-4ef6-a4e4-c9474c47b612?utm_referrer=explore,fd80a230-69e4-4ef6-a4e4-c9474c47b612,full_time,Computer & Information Technology,Mobile Development,Mobile Developer
Javaspring Level Junior,PT Entrepreneur Trust Digital,"Menteng, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Rp5jt,https://glints.com/id/opportunities/jobs/javaspring-level-junior/5fc9ad0d-eff0-41c7-b35b-d0f02c2b61f5?utm_referrer=explore,5fc9ad0d-eff0-41c7-b35b-d0f02c2b61f5,contract,Computer & Information Technology,Backend Development,Backend Developer
Java Springboot Developer,PT Entrepreneur Trust Digital,"Menteng, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Rp7jt-Rp10jt,https://glints.com/id/opportunities/jobs/java-springboot-developer/a7f465e0-aeab-4b67-ab3c-30f4f2c8691a?utm_referrer=explore,a7f465e0-aeab-4b67-ab3c-30f4f2c8691a,full_time,Computer & Information Technology,Backend Development,Java Developer
Software Quality Assurance (QA),Pt Rpay Finansial Digital Indonesia,"Tanah Abang, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/software-quality-assurance-qa/42c7325f-9e11-496a-9ea5-5ec71d9fdd72?utm_referrer=explore,42c7325f-9e11-496a-9ea5-5ec71d9fdd72,full_time,Computer & Information Technology,QA & Software Testing,QA Tester
Java Backend,Pt Komunitas Anak Bangsa,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/java-backend/ceed8991-7aa4-46a6-8e93-83defd5ffd37?utm_referrer=explore,ceed8991-7aa4-46a6-8e93-83defd5ffd37,full_time,Computer & Information Technology,Backend Development,Backend Developer
IT Support,Virtual Data Center Indonesia (VDCI),"Tebet, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/it-support/f343e004-4082-4283-9e1e-b30847934ef8?utm_referrer=explore,f343e004-4082-4283-9e1e-b30847934ef8,full_time,Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
Data Analyst,Wearing Klamby,"Karawaci, Tangerang, Banten",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/data-analyst/1057c66c-f126-47b9-aaee-cf7069a587fc?utm_referrer=explore,1057c66c-f126-47b9-aaee-cf7069a587fc,full_time,Computer & Information Technology,Data,Data Analyst
IT Security Manager,PT Rapid Teknologi Indonesia,"Pagedangan, Tangerang, Banten",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/it-security-manager/d055fa4f-f578-49bb-9329-f4c0a4713e32?utm_referrer=explore,d055fa4f-f578-49bb-9329-f4c0a4713e32,full_time,Computer & Information Technology,"Operation, Maintenance & Technical Support",System Security
DevOps Engineer,PT Indonesia Satu Tujuh Group,"Pesanggrahan, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Rp7jt-Rp10jt,https://glints.com/id/opportunities/jobs/devops-engineer/95a4151b-b56b-4213-814b-60a824a402da?utm_referrer=explore,95a4151b-b56b-4213-814b-60a824a402da,full_time,Computer & Information Technology,Software,Software Engineer
System Analyst Supervisor,PT Rapid Teknologi Indonesia,"Pagedangan, Tangerang, Banten",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/system-analyst-supervisor/eab6ee24-dc10-4769-8ed3-36ddfc3015cb?utm_referrer=explore,eab6ee24-dc10-4769-8ed3-36ddfc3015cb,full_time,Computer & Information Technology,"Network, System & Database Admin",System Analyst
Senior Teknisi,CV Media Hamparan Langit,"Rungkut, Surabaya, Jawa Timur",Kerja di kantor,Rp100rb,https://glints.com/id/opportunities/jobs/senior-teknisi/c7d8f142-940d-4cea-8285-88556c7126b5?utm_referrer=explore,c7d8f142-940d-4cea-8285-88556c7126b5,full_time,Computer & Information Technology,Telecommunication,Wireless & RF Communication Engineer
Lead QA Engineer,PT Hydrax Teknologi Indonesia,"Setiabudi, Jakarta Selatan, DKI Jakarta",Remote/Dari rumah,Not Written,https://glints.com/id/opportunities/jobs/lead-qa-engineer/6631df65-3861-4928-9275-c934be8e68ce?utm_referrer=explore,6631df65-3861-4928-9275-c934be8e68ce,full_time,Computer & Information Technology,QA & Software Testing,QA Engineer
Teknisi Elektronik dan Laptop,Saga Computer,"Sawah Besar, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/teknisi-elektronik-dan-laptop/a93fa33c-ea61-44f3-bfa9-2f9f27a1baab?utm_referrer=explore,a93fa33c-ea61-44f3-bfa9-2f9f27a1baab,full_time,Computer & Information Technology,Electronic & Semiconductor,Electronics Engineer
